what,kind,bundleId,bundleVersion,description,time
ws,sysinfo,,,"gtk",1352718207884
locale,sysinfo,,,"eu_ES",1352718207884
processors,sysinfo,,,"2",1352718207884
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1352718207884
java.runtime.version,sysinfo,,,"1.7.0_03-b04",1352718207884
java.specification.name,sysinfo,,,"Java Platform API Specification",1352718207884
java.specification.vendor,sysinfo,,,"Oracle Corporation",1352718207884
java.specification.version,sysinfo,,,"1.7",1352718207884
java.vendor,sysinfo,,,"Oracle Corporation",1352718207884
java.version,sysinfo,,,"1.7.0_03",1352718207884
java.vm.info,sysinfo,,,"mixed mode",1352718207884
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1352718207884
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1352718207884
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1352718207884
java.vm.specification.version,sysinfo,,,"1.7",1352718207884
java.vm.vendor,sysinfo,,,"Oracle Corporation",1352718207884
java.vm.version,sysinfo,,,"22.1-b02",1352718207884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1352718207919
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1352718207990
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1352718208005
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1352718208888
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1352718208899
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1352718208925
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1352718208988
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1352718209113
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1352718209238
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1352718209659
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1352718209820
